epoch,accuracy,f1_macro,f1_micro,loss,val_accuracy,val_f1_macro,val_f1_micro,val_loss
0,0.26651278138160706,0.021557267755270004,0.2665126919746399,2.638871192932129,0.276646226644516,0.0188432727009058,0.2766461670398712,2.604210376739502
1,0.27432528138160706,0.02167263627052307,0.2743252217769623,2.5928165912628174,0.276646226644516,0.0188432727009058,0.2766461670398712,2.589409351348877
2,0.28125,0.02920277789235115,0.2812499403953552,2.5620782375335693,0.2956194281578064,0.03340720012784004,0.2956193685531616,2.5241661071777344
3,0.3149857819080353,0.052274685353040695,0.3149857223033905,2.374734401702881,0.392857164144516,0.07480312883853912,0.3928571045398712,2.1546435356140137
4,0.34759706258773804,0.07111794501543045,0.34759700298309326,2.1991803646087646,0.4178292453289032,0.0934048742055893,0.4178292155265808,1.9590299129486084
5,0.37263256311416626,0.08628271520137787,0.3726325035095215,2.0614492893218994,0.3688616156578064,0.09281088411808014,0.3688615560531616,1.9441369771957397
6,0.3929332196712494,0.09563338756561279,0.392933189868927,2.01174259185791,0.4333147406578064,0.10860378295183182,0.4333146810531616,1.867516279220581
7,0.4073745012283325,0.10627110302448273,0.40737444162368774,1.9528324604034424,0.4354074001312256,0.11984199285507202,0.4354073405265808,1.8507722616195679
8,0.41187262535095215,0.1117027997970581,0.4118725657463074,1.9412084817886353,0.4208984673023224,0.12905974686145782,0.4208984076976776,1.8390836715698242
9,0.42507100105285645,0.12711884081363678,0.42507094144821167,1.8853775262832642,0.4552176594734192,0.12632447481155396,0.4552175998687744,1.7911643981933594
10,0.4337712824344635,0.13599050045013428,0.4337712228298187,1.8492835760116577,0.4741908609867096,0.1341380923986435,0.4741908013820648,1.7232768535614014
11,0.4487452507019043,0.14690133929252625,0.44874516129493713,1.7949048280715942,0.501953125,0.1644189953804016,0.5019530653953552,1.6775128841400146
12,0.4529474377632141,0.1517711579799652,0.45294734835624695,1.8052904605865479,0.505440890789032,0.163925439119339,0.5054408311843872,1.6339625120162964
13,0.4840198755264282,0.17575973272323608,0.48401978611946106,1.7358918190002441,0.5027902126312256,0.17980866134166718,0.502790093421936,1.676390290260315
14,0.48952412605285645,0.1790931522846222,0.48952406644821167,1.6926406621932983,0.5320870876312256,0.18303567171096802,0.5320870280265808,1.5434978008270264
15,0.5026633143424988,0.1904895305633545,0.502663254737854,1.6524897813796997,0.5414341688156128,0.20950177311897278,0.541434109210968,1.5348190069198608
16,0.5155066251754761,0.20243410766124725,0.5155065059661865,1.6195608377456665,0.5521763563156128,0.23367275297641754,0.5521763563156128,1.5300313234329224
17,0.5221945643424988,0.21863675117492676,0.522194504737854,1.611751675605774,0.5597098469734192,0.23845422267913818,0.5597097873687744,1.4716241359710693
18,0.5455728769302368,0.24814751744270325,0.545572817325592,1.5475906133651733,0.5929129719734192,0.2837311625480652,0.5929128527641296,1.4108507633209229
19,0.553148627281189,0.2636511027812958,0.5531485676765442,1.5211656093597412,0.5924944281578064,0.30157071352005005,0.5924943685531616,1.3976624011993408
20,0.5634469389915466,0.27570822834968567,0.5634468793869019,1.5023894309997559,0.626534640789032,0.33186617493629456,0.6265345811843872,1.313995361328125
21,0.5739820003509521,0.2972832918167114,0.5739819407463074,1.4689267873764038,0.6244419813156128,0.33895090222358704,0.624441921710968,1.3038489818572998
22,0.5849905014038086,0.3140565752983093,0.5849904417991638,1.4428720474243164,0.638253390789032,0.3589596748352051,0.6382533311843872,1.265602946281433
23,0.5854048132896423,0.32312631607055664,0.5854046940803528,1.4256727695465088,0.6374163031578064,0.36953338980674744,0.6374162435531616,1.2606463432312012
24,0.5990175008773804,0.3383278250694275,0.5990174412727356,1.383310079574585,0.645089328289032,0.371949702501297,0.6450892686843872,1.295763373374939
25,0.6063565015792847,0.3472745716571808,0.6063564419746399,1.3587490320205688,0.6595982313156128,0.40656065940856934,0.659598171710968,1.2105293273925781
26,0.6112097501754761,0.35759437084198,0.6112096905708313,1.3380988836288452,0.664620578289032,0.41521692276000977,0.664620578289032,1.1906641721725464
27,0.6160037517547607,0.363205224275589,0.616003692150116,1.344849705696106,0.6595982313156128,0.41091716289520264,0.659598171710968,1.217148780822754
28,0.6280184388160706,0.3848068416118622,0.6280183792114258,1.3061991930007935,0.6602957844734192,0.41285067796707153,0.6602956652641296,1.2045859098434448
29,0.6306226253509521,0.38632699847221375,0.6306225657463074,1.2934006452560425,0.6771763563156128,0.4376077353954315,0.677176296710968,1.1726946830749512
30,0.6355941891670227,0.40116551518440247,0.6355941295623779,1.2809089422225952,0.6702009439468384,0.4298703968524933,0.6702008843421936,1.1627695560455322
