epoch,accuracy,f1_macro,f1_micro,loss,val_accuracy,val_f1_macro,val_f1_micro,val_loss
0,0.6232836246490479,0.4329659938812256,0.6232835650444031,1.3084460496902466,0.7833426594734192,0.6533905863761902,0.7833425998687744,0.7501950860023499
1,0.7826704382896423,0.6612752676010132,0.7826704382896423,0.7319368124008179,0.825753390789032,0.7312371134757996,0.8257533311843872,0.6031812429428101
2,0.8255208134651184,0.7339369058609009,0.8255207538604736,0.5793001651763916,0.8438895344734192,0.764216959476471,0.8438894748687744,0.5469235181808472
3,0.861683189868927,0.7911739349365234,0.8616831302642822,0.4691484570503235,0.8627232313156128,0.8014269471168518,0.862723171710968,0.4850960075855255
4,0.880800187587738,0.8243919014930725,0.880800187587738,0.39572566747665405,0.8642578721046448,0.7816274166107178,0.8642578721046448,0.48685091733932495
5,0.896839439868927,0.8512839674949646,0.8968393802642822,0.3396552503108978,0.8747210502624512,0.8037331104278564,0.8747209310531616,0.47496676445007324
6,0.910452127456665,0.872321605682373,0.9104520082473755,0.29308265447616577,0.8871372938156128,0.8344150185585022,0.8871371746063232,0.4387964606285095
7,0.9187381267547607,0.8873782157897949,0.918738067150116,0.2626810669898987,0.8770926594734192,0.8209745287895203,0.8770925402641296,0.5275191068649292
8,0.9230586886405945,0.889725387096405,0.9230586886405945,0.24603241682052612,0.8825335502624512,0.81770920753479,0.8825334906578064,0.47849616408348083
9,0.9316997528076172,0.906733512878418,0.9316996335983276,0.21229016780853271,0.879464328289032,0.8221657872200012,0.879464328289032,0.47780826687812805
10,0.9389796257019043,0.9202449917793274,0.9389795660972595,0.19584037363529205,0.8803013563156128,0.8182909488677979,0.880301296710968,0.48160895705223083
11,0.947561502456665,0.9332889318466187,0.9475614428520203,0.1692759394645691,0.8752790689468384,0.8085536360740662,0.8752790093421936,0.555134654045105
12,0.945667564868927,0.9209508895874023,0.9456675052642822,0.17272517085075378,0.8796038627624512,0.8206489682197571,0.8796038627624512,0.5211898684501648
13,0.9490411877632141,0.9283071756362915,0.9490411281585693,0.16089434921741486,0.8782087564468384,0.8168702721595764,0.8782086372375488,0.5359258055686951
14,0.9527698755264282,0.9380415678024292,0.9527698159217834,0.14791809022426605,0.8807199001312256,0.8224181532859802,0.8807199001312256,0.5019569396972656
15,0.9512310028076172,0.9374329447746277,0.9512309432029724,0.14999666810035706,0.8832310438156128,0.8240709900856018,0.8832310438156128,0.540439248085022
16,0.953539252281189,0.9393087029457092,0.9535391330718994,0.1435278207063675,0.8840681314468384,0.8212102055549622,0.8840680718421936,0.5149199366569519
17,0.9595761895179749,0.9468069672584534,0.9595760703086853,0.1268135905265808,0.8835101127624512,0.8238809108734131,0.8835101127624512,0.5413010716438293
18,0.9626538753509521,0.9502361416816711,0.9626538157463074,0.11789783090353012,0.8819754719734192,0.8380318880081177,0.8819753527641296,0.5597383379936218
19,0.9582741260528564,0.9437727332115173,0.9582740068435669,0.12410179525613785,0.8796038627624512,0.8223839998245239,0.8796038627624512,0.5425588488578796
20,0.9653763771057129,0.9539300799369812,0.9653762578964233,0.10887929052114487,0.8888114094734192,0.8340396881103516,0.8888113498687744,0.512429416179657
21,0.9723603129386902,0.9658888578414917,0.9723603129386902,0.09081894159317017,0.8840681314468384,0.8271782994270325,0.8840680718421936,0.5650286674499512
22,0.965139627456665,0.955693244934082,0.9651395678520203,0.10664576292037964,0.8822544813156128,0.8238270282745361,0.8822543621063232,0.5741062164306641
23,0.9662641882896423,0.9579346179962158,0.9662640690803528,0.10806021839380264,0.889229953289032,0.8368551135063171,0.8892298936843872,0.5423153638839722
24,0.964784562587738,0.9518011808395386,0.9647844433784485,0.10838267207145691,0.8925781846046448,0.8438881635665894,0.8925781846046448,0.528755784034729
