epoch,accuracy,f1_macro,f1_micro,loss,val_accuracy,val_f1_macro,val_f1_micro,val_loss
0,0.5371462106704712,0.30168771743774414,0.5371461510658264,1.645643711090088,0.6641316413879395,0.4105533957481384,0.6641315817832947,1.1714997291564941
1,0.69504714012146,0.5015721917152405,0.6950470805168152,1.05751371383667,0.7555309534072876,0.5748375058174133,0.7555308938026428,0.8875598907470703
2,0.7522995471954346,0.5961974263191223,0.7522994875907898,0.8485541939735413,0.7779313921928406,0.6370430588722229,0.777931272983551,0.8140045404434204
3,0.7849646210670471,0.6600451469421387,0.7849645614624023,0.7234461903572083,0.790099561214447,0.6740710139274597,0.7900995016098022,0.7558807730674744
4,0.8096697926521301,0.7040820121765137,0.8096697926521301,0.6225377917289734,0.8025442361831665,0.6794095635414124,0.8025441765785217,0.7181905508041382
5,0.8314268589019775,0.7395032644271851,0.8314268589019775,0.5599334836006165,0.8046183586120605,0.6825454831123352,0.8046182990074158,0.739799439907074
6,0.8506485819816589,0.7771803736686707,0.8506485223770142,0.4957005977630615,0.8108407258987427,0.7148342132568359,0.8108406066894531,0.6916529536247253
7,0.8668042421340942,0.8012154698371887,0.8668041825294495,0.4374030530452728,0.8319966793060303,0.7428989410400391,0.8319966197013855,0.6518611907958984
8,0.8765919804573059,0.8196418881416321,0.8765919208526611,0.401984840631485,0.8112555146217346,0.7226793169975281,0.8112554550170898,0.7296046018600464
9,0.8855542540550232,0.8328784704208374,0.8855541944503784,0.3776147663593292,0.8304756879806519,0.7410774827003479,0.8304756283760071,0.6542657613754272
10,0.8949881792068481,0.8499740362167358,0.8949880599975586,0.3449014723300934,0.8278484344482422,0.7425885200500488,0.8278483748435974,0.676875114440918
11,0.9016509652137756,0.8587074279785156,0.9016509056091309,0.32211169600486755,0.8279867172241211,0.7474353909492493,0.8279866576194763,0.6851744651794434
12,0.9066037535667419,0.8691599369049072,0.9066036939620972,0.3007963299751282,0.8239767551422119,0.7369769811630249,0.8239766955375671,0.7221477627754211
13,0.9170401096343994,0.8806347250938416,0.9170400500297546,0.2714560329914093,0.8307521939277649,0.735745906829834,0.8307521343231201,0.7097092866897583
14,0.9154481291770935,0.8867348432540894,0.9154480695724487,0.2685699462890625,0.8277101516723633,0.7499637007713318,0.8277100920677185,0.7243704795837402
15,0.9166273474693298,0.8830153346061707,0.9166272878646851,0.26412418484687805,0.8288163542747498,0.7386120557785034,0.828816294670105,0.7026821970939636
16,0.9218160510063171,0.8882529139518738,0.9218159914016724,0.2528229057788849,0.8351770043373108,0.7541202306747437,0.835176944732666,0.688639760017395
17,0.9261202812194824,0.9018109440803528,0.9261202216148376,0.2314416617155075,0.8434734344482422,0.7611119747161865,0.8434733748435974,0.7137151956558228
18,0.9313089847564697,0.9060867428779602,0.931308925151825,0.21769925951957703,0.8425055146217346,0.7681710720062256,0.8425054550170898,0.7314463257789612
19,0.9351415038108826,0.9102119207382202,0.9351414442062378,0.20794768631458282,0.8275719285011292,0.7392961382865906,0.8275718688964844,0.7574933767318726
20,0.9342570900917053,0.9109681248664856,0.9342570304870605,0.20884647965431213,0.8344855904579163,0.7484691739082336,0.8344855308532715,0.7405365705490112
21,0.9312499761581421,0.9076801538467407,0.9312499165534973,0.21676330268383026,0.8288163542747498,0.7472619414329529,0.828816294670105,0.7876439094543457
22,0.9370282888412476,0.91739422082901,0.9370282292366028,0.19802284240722656,0.8290929198265076,0.7465109825134277,0.8290929198265076,0.7629390358924866
23,0.9406839609146118,0.9219303727149963,0.940683901309967,0.19062472879886627,0.825912594795227,0.7425240278244019,0.8259124755859375,0.7354456186294556
24,0.9449881911277771,0.9299664497375488,0.9449881315231323,0.177205890417099,0.8436117172241211,0.7732711434364319,0.8436116576194763,0.7288269996643066
25,0.9481721520423889,0.9319223165512085,0.9481720924377441,0.17128819227218628,0.8418141603469849,0.7681662440299988,0.8418141007423401,0.7496587038040161
26,0.942511796951294,0.9251692295074463,0.9425117373466492,0.18658122420310974,0.8364214897155762,0.7661088109016418,0.8364214897155762,0.7149367332458496
27,0.9453420042991638,0.9226623177528381,0.945341944694519,0.16978242993354797,0.8365597128868103,0.7571960091590881,0.8365596532821655,0.7823799848556519
28,0.9428655505180359,0.924232006072998,0.9428654909133911,0.1807626485824585,0.825636088848114,0.7481961250305176,0.8256360292434692,0.856501579284668
29,0.94557785987854,0.9272127747535706,0.9455778002738953,0.17487739026546478,0.8362832069396973,0.7544256448745728,0.8362831473350525,0.7588903307914734
