epoch,accuracy,f1_macro,f1_micro,loss,val_accuracy,val_f1_macro,val_f1_micro,val_loss
0,0.29012784361839294,0.045731861144304276,0.29012778401374817,2.530557870864868,0.3793247938156128,0.08900800347328186,0.379324734210968,2.200363874435425
1,0.3795572817325592,0.09397495537996292,0.37955722212791443,2.1495931148529053,0.4461495876312256,0.11587958037853241,0.4461495578289032,1.8892881870269775
2,0.42459753155708313,0.12474994361400604,0.42459750175476074,1.9577298164367676,0.485630601644516,0.14970523118972778,0.4856305718421936,1.7377721071243286
3,0.450165718793869,0.15210753679275513,0.45016565918922424,1.8726383447647095,0.4790736734867096,0.15603190660476685,0.4790736138820648,1.7478394508361816
4,0.4638967514038086,0.17580467462539673,0.4638829231262207,1.809282898902893,0.526925265789032,0.2135578840970993,0.5269252061843872,1.593865156173706
5,0.48106059432029724,0.20766721665859222,0.4810605049133301,1.7384592294692993,0.5359933376312256,0.2356424629688263,0.5359932780265808,1.5658684968948364
6,0.4996448755264282,0.23264703154563904,0.49964478611946106,1.6855772733688354,0.541015625,0.25591951608657837,0.5410155653953552,1.5276929140090942
7,0.5079308748245239,0.2434220165014267,0.5079308152198792,1.6536221504211426,0.5499442219734192,0.2768608331680298,0.5499441623687744,1.4997913837432861
8,0.5211292505264282,0.267070472240448,0.5211291909217834,1.6114507913589478,0.5637556314468384,0.27671465277671814,0.5637555718421936,1.4665557146072388
9,0.5321377515792847,0.2767769396305084,0.5321376919746399,1.5821564197540283,0.5744978189468384,0.3001728951931,0.5744977593421936,1.4283534288406372
10,0.5427320003509521,0.29031288623809814,0.5427319407463074,1.5553134679794312,0.583565890789032,0.3071819245815277,0.5835658311843872,1.4403774738311768
11,0.548828125,0.3013302683830261,0.5488280653953552,1.5239579677581787,0.5941685438156128,0.33365321159362793,0.594168484210968,1.3802120685577393
12,0.5575875639915466,0.31706714630126953,0.5575875043869019,1.4926310777664185,0.6047712564468384,0.33972427248954773,0.6047711968421936,1.3588957786560059
13,0.5678266882896423,0.32543179392814636,0.5678266882896423,1.4616153240203857,0.6127232313156128,0.3606056571006775,0.6127231121063232,1.3189420700073242
14,0.5744554996490479,0.33690008521080017,0.5744554400444031,1.4453226327896118,0.6125837564468384,0.3748013973236084,0.6125836968421936,1.2983614206314087
15,0.5825638771057129,0.35320845246315,0.5825638175010681,1.40390145778656,0.623604953289032,0.38395124673843384,0.6236048936843872,1.2909653186798096
16,0.5888967514038086,0.3585824966430664,0.588896632194519,1.3977349996566772,0.6376953125,0.4072299599647522,0.6376953125,1.2645084857940674
17,0.5984848141670227,0.37183240056037903,0.5984847545623779,1.3620383739471436,0.6409040689468384,0.41019195318222046,0.6409039497375488,1.2383391857147217
18,0.6029237508773804,0.3813273012638092,0.6029236912727356,1.3513423204421997,0.64453125,0.40508872270584106,0.6445311903953552,1.209768533706665
19,0.6064156889915466,0.38368210196495056,0.6064156293869019,1.3354358673095703,0.6453683376312256,0.4083162844181061,0.6453682780265808,1.2063175439834595
20,0.607481062412262,0.3905487656593323,0.6074810028076172,1.318523645401001,0.65625,0.43605685234069824,0.6562499403953552,1.193006992340088
21,0.6180160641670227,0.40038660168647766,0.6180160045623779,1.2917283773422241,0.6612723469734192,0.4398983418941498,0.6612723469734192,1.1790014505386353
22,0.6055871248245239,0.386996865272522,0.6055870056152344,1.3288284540176392,0.6485770344734192,0.4257027804851532,0.6485769748687744,1.1755077838897705
23,0.6206794381141663,0.4084617793560028,0.6206793785095215,1.2852951288223267,0.6609933376312256,0.44616425037384033,0.6609932780265808,1.163388967514038
