epoch,auc,loss,val_auc,val_loss
0,0.7183022499084473,0.6047861576080322,0.8600455522537231,0.47922760248184204
1,0.8878779411315918,0.4177408814430237,0.9144867658615112,0.37065747380256653
2,0.9150335192680359,0.36457252502441406,0.9280714392662048,0.3444455564022064
3,0.9262683987617493,0.3392966091632843,0.9401570558547974,0.3181277811527252
4,0.9348229765892029,0.3190530836582184,0.946915328502655,0.29174524545669556
5,0.9407932162284851,0.30370357632637024,0.9489418864250183,0.2895064353942871
6,0.9459102749824524,0.2898198068141937,0.9563971161842346,0.26473143696784973
7,0.9498494863510132,0.2786655128002167,0.954325795173645,0.29786935448646545
8,0.953499436378479,0.2677582800388336,0.9622781872749329,0.24311870336532593
9,0.9562996625900269,0.25950300693511963,0.9624993801116943,0.25013336539268494
10,0.9601930975914001,0.24763542413711548,0.9619386196136475,0.244040846824646
11,0.9621655344963074,0.24123172461986542,0.9651787281036377,0.23895534873008728
12,0.9637652039527893,0.23570066690444946,0.9689475297927856,0.24390922486782074
13,0.9656804203987122,0.22896696627140045,0.9684274196624756,0.22743694484233856
14,0.9670976996421814,0.22446121275424957,0.9716660976409912,0.21066094934940338
15,0.9690371155738831,0.2174062579870224,0.9722453355789185,0.21430929005146027
16,0.9698017835617065,0.21489165723323822,0.9731307625770569,0.21305622160434723
17,0.9714520573616028,0.20782823860645294,0.9736484289169312,0.2129199206829071
18,0.9724181890487671,0.20378951728343964,0.9747558236122131,0.20651866495609283
19,0.9731366038322449,0.20204567909240723,0.9776030778884888,0.18803824484348297
20,0.974155604839325,0.19728997349739075,0.9773683547973633,0.1860707551240921
21,0.9751869440078735,0.19353923201560974,0.9749909043312073,0.20122134685516357
22,0.9761795997619629,0.18912382423877716,0.9779428839683533,0.18679238855838776
23,0.9772615432739258,0.1850782334804535,0.9796964526176453,0.17743664979934692
24,0.9780001044273376,0.1818074733018875,0.9803186058998108,0.17907516658306122
25,0.9790366888046265,0.1773579865694046,0.9819856286048889,0.17464250326156616
26,0.9802366495132446,0.17248663306236267,0.9827560186386108,0.16304507851600647
27,0.9811711311340332,0.1679270714521408,0.9806861877441406,0.17426466941833496
28,0.9818862080574036,0.16477298736572266,0.9840672016143799,0.1554660052061081
29,0.98289555311203,0.16007204353809357,0.9842097759246826,0.15987202525138855
30,0.9830025434494019,0.1594357043504715,0.9839848279953003,0.15645545721054077
31,0.9840461611747742,0.15475715696811676,0.9848538041114807,0.15394826233386993
32,0.9848945736885071,0.15018115937709808,0.9829437136650085,0.1664566844701767
33,0.9851775765419006,0.1487492024898529,0.9855364561080933,0.15620653331279755
34,0.9854385852813721,0.1469142884016037,0.9850519299507141,0.1541769951581955
35,0.9859849214553833,0.14512093365192413,0.9859469532966614,0.1457146257162094
36,0.9863494634628296,0.14183641970157623,0.987381637096405,0.13654109835624695
37,0.9868837594985962,0.13890640437602997,0.9855738282203674,0.14705942571163177
38,0.9872814416885376,0.13706350326538086,0.9871975183486938,0.14358392357826233
39,0.9875587821006775,0.1350875049829483,0.9875909090042114,0.14679889380931854
40,0.9880626201629639,0.13256503641605377,0.9878023266792297,0.13550534844398499
41,0.9883896112442017,0.13049395382404327,0.9885314106941223,0.13161131739616394
42,0.9886556267738342,0.1286543756723404,0.9891862869262695,0.12682434916496277
43,0.9892215132713318,0.12535573542118073,0.9884352684020996,0.13137754797935486
44,0.9892823696136475,0.12509159743785858,0.9878371357917786,0.13394615054130554
45,0.9894692301750183,0.12367509305477142,0.988929808139801,0.13073594868183136
46,0.9896417260169983,0.1220775693655014,0.9884576797485352,0.13153380155563354
47,0.9903969168663025,0.11799382418394089,0.9885901212692261,0.12928609549999237
48,0.9906009435653687,0.11679543554782867,0.9896382093429565,0.12088388949632645
49,0.9904312491416931,0.11740949004888535,0.9891347885131836,0.12562577426433563
50,0.990855872631073,0.11459525674581528,0.9891403317451477,0.12610962986946106
51,0.9908086657524109,0.11446994543075562,0.9897852540016174,0.12445864826440811
52,0.9912398457527161,0.11159482598304749,0.9900708794593811,0.11919286847114563
53,0.9915618896484375,0.10933243483304977,0.9894556403160095,0.13741792738437653
54,0.9918171167373657,0.10829096287488937,0.9904161095619202,0.11689667403697968
55,0.9919209480285645,0.10620225220918655,0.9901174902915955,0.11836737394332886
56,0.9920299053192139,0.10583282262086868,0.990532636642456,0.1259404718875885
57,0.9921784996986389,0.10483639687299728,0.9906099438667297,0.11630947142839432
58,0.9924737811088562,0.10267957299947739,0.9905539155006409,0.11639906466007233
59,0.9924343228340149,0.10305246710777283,0.9914482235908508,0.10944999009370804
60,0.9927293062210083,0.10121044516563416,0.9911198616027832,0.11459709703922272
61,0.9929773211479187,0.09856927394866943,0.9908695220947266,0.11726728826761246
62,0.9929054379463196,0.09890555590391159,0.9895468354225159,0.1232701912522316
63,0.9932041764259338,0.09698393940925598,0.9901946783065796,0.11911729723215103
64,0.993545651435852,0.09480734914541245,0.9911649227142334,0.11227425187826157
65,0.9935770630836487,0.09423106163740158,0.9906147122383118,0.11799924075603485
66,0.9935944676399231,0.09403334558010101,0.9911915063858032,0.11232566833496094
67,0.9935359358787537,0.09419773519039154,0.9906628727912903,0.11516734957695007
68,0.9939374923706055,0.09131383895874023,0.9914690256118774,0.11290540546178818
69,0.9941219687461853,0.09044472128152847,0.9912655353546143,0.10943496227264404
70,0.9941762685775757,0.08874140679836273,0.9916287660598755,0.10870665311813354
71,0.9943065643310547,0.08783861249685287,0.9916663765907288,0.111161008477211
72,0.9944014549255371,0.0866786539554596,0.9916050434112549,0.10902941226959229
73,0.9945901036262512,0.08644688874483109,0.9911470413208008,0.11252562701702118
74,0.9946836233139038,0.08495519310235977,0.9921077489852905,0.10359994322061539
75,0.9948399066925049,0.08340037614107132,0.9919513463973999,0.10711730271577835
76,0.9949604868888855,0.08218170702457428,0.9909495115280151,0.11705978959798813
77,0.9949586391448975,0.08222208172082901,0.9913513660430908,0.10839713364839554
78,0.9950324892997742,0.08142232894897461,0.9918088316917419,0.10581406950950623
79,0.99528968334198,0.08025769144296646,0.9922460317611694,0.10036814212799072
80,0.9952079653739929,0.07974681258201599,0.9918609857559204,0.1084521934390068
81,0.9953002333641052,0.07866813242435455,0.9922173619270325,0.10096567124128342
82,0.9953770637512207,0.07805299013853073,0.9914672374725342,0.10720802843570709
83,0.9956077337265015,0.07671313732862473,0.9916566610336304,0.1079511046409607
84,0.9957098960876465,0.07564891129732132,0.9920929074287415,0.10074663907289505
85,0.9958404898643494,0.07462701946496964,0.9911333322525024,0.11530114710330963
86,0.9957275390625,0.07485184073448181,0.9912887811660767,0.10852769017219543
87,0.9959456920623779,0.07319515198469162,0.9922153353691101,0.10066491365432739
88,0.9960005879402161,0.07354895770549774,0.9921066164970398,0.10114622116088867
89,0.9961264729499817,0.07152590900659561,0.991455614566803,0.11304988712072372
90,0.9961649179458618,0.07232882082462311,0.9922019839286804,0.11057480424642563
91,0.9962497353553772,0.07015331089496613,0.992001473903656,0.10207609832286835
92,0.9963732957839966,0.06885655224323273,0.9913427829742432,0.11339089274406433
93,0.9963644742965698,0.06911759823560715,0.9922803640365601,0.10445798933506012
94,0.9963165521621704,0.06834965944290161,0.9917217493057251,0.10734156519174576
95,0.9965758919715881,0.06700340658426285,0.9917705655097961,0.1124061644077301
96,0.9964653253555298,0.06795303523540497,0.9926275610923767,0.09834355860948563
97,0.9965745210647583,0.0673084557056427,0.9924138784408569,0.09869364649057388
98,0.9966626763343811,0.06570011377334595,0.9919425845146179,0.10453111678361893
99,0.9966378211975098,0.06546882539987564,0.9912912845611572,0.11027593165636063
