epoch,auc,loss,val_auc,val_loss
0,0.7904691696166992,0.5421916246414185,0.9194324016571045,0.375481516122818
1,0.9240720868110657,0.3508984446525574,0.9507232308387756,0.29146450757980347
2,0.945064127445221,0.29823413491249084,0.9573230743408203,0.2730003297328949
3,0.9553505182266235,0.26815664768218994,0.9649320244789124,0.2443757802248001
4,0.9606282114982605,0.2512921094894409,0.9682311415672302,0.23212672770023346
5,0.9652007818222046,0.2357330322265625,0.9689382314682007,0.2259279489517212
6,0.9680814146995544,0.22588331997394562,0.9706716537475586,0.22101227939128876
7,0.9699372053146362,0.21834257245063782,0.9736883044242859,0.21084655821323395
8,0.9714680910110474,0.2129165232181549,0.9760755300521851,0.19912835955619812
9,0.9728877544403076,0.20666705071926117,0.9774103760719299,0.19798648357391357
10,0.974860668182373,0.1992741823196411,0.9790964722633362,0.18674471974372864
11,0.975889265537262,0.1947774887084961,0.9801560044288635,0.20820391178131104
12,0.9768375754356384,0.19057558476924896,0.9791438579559326,0.18269392848014832
13,0.9781367778778076,0.18506751954555511,0.97910076379776,0.20448726415634155
14,0.9784228801727295,0.18352290987968445,0.9797951579093933,0.18040838837623596
15,0.9794217348098755,0.1792731136083603,0.9809544086456299,0.1750131994485855
16,0.9800982475280762,0.17642036080360413,0.9816122651100159,0.17794623970985413
17,0.9810423254966736,0.17164921760559082,0.9833105206489563,0.16204775869846344
18,0.9812301993370056,0.17063334584236145,0.9823483228683472,0.17186152935028076
19,0.9819024205207825,0.1674870252609253,0.9843266606330872,0.16242162883281708
20,0.9826388955116272,0.1637127697467804,0.9830597639083862,0.1637672334909439
21,0.9831467270851135,0.16148780286312103,0.9837095737457275,0.1812361180782318
22,0.9832866191864014,0.1607566773891449,0.982145369052887,0.16953015327453613
23,0.9841042160987854,0.1566629707813263,0.984889566898346,0.1541820615530014
24,0.9842854738235474,0.15539009869098663,0.9857271909713745,0.14944708347320557
25,0.9847226738929749,0.15283003449440002,0.9846328496932983,0.1588568091392517
26,0.9855967164039612,0.14862070977687836,0.9854527115821838,0.15373146533966064
27,0.9859153628349304,0.14615410566329956,0.9852755665779114,0.15328581631183624
28,0.9861539006233215,0.14516681432724,0.9859137535095215,0.1578833907842636
29,0.9864081144332886,0.14384105801582336,0.9865368008613586,0.14561036229133606
30,0.9869735240936279,0.14037610590457916,0.9863803386688232,0.1468011438846588
31,0.9869400858879089,0.1404445618391037,0.9866015315055847,0.15360549092292786
32,0.9873379468917847,0.13840612769126892,0.9860134720802307,0.14811010658740997
33,0.9874799847602844,0.1373717486858368,0.9879653453826904,0.13791073858737946
34,0.9878596067428589,0.13524554669857025,0.9872128963470459,0.144155353307724
35,0.9881071448326111,0.1339304894208908,0.9868123531341553,0.14148607850074768
36,0.9886087775230408,0.13061228394508362,0.9873907566070557,0.14006997644901276
37,0.9887316823005676,0.12948812544345856,0.987758994102478,0.13651731610298157
38,0.9887182712554932,0.12952536344528198,0.9881352782249451,0.1466330736875534
39,0.9889217019081116,0.12837937474250793,0.9880886077880859,0.13743168115615845
40,0.9893253445625305,0.1256263256072998,0.9882611632347107,0.15008150041103363
41,0.9893632531166077,0.12553739547729492,0.987305760383606,0.1587257981300354
42,0.9900103211402893,0.12151788175106049,0.987982988357544,0.13862954080104828
43,0.9900520443916321,0.12179704010486603,0.9883314967155457,0.13404935598373413
44,0.9902026057243347,0.12003438174724579,0.9875093102455139,0.13918828964233398
45,0.990117073059082,0.12050994485616684,0.9891777038574219,0.12925060093402863
46,0.9901067018508911,0.12069477140903473,0.9894061088562012,0.12602142989635468
47,0.9906980395317078,0.11692483723163605,0.9886593818664551,0.14168554544448853
48,0.9906970262527466,0.11707206815481186,0.9896037578582764,0.12576515972614288
49,0.9908331632614136,0.11568358540534973,0.9883769750595093,0.1336928904056549
50,0.9909253120422363,0.1153976172208786,0.989525318145752,0.12807846069335938
51,0.9911050796508789,0.11365840584039688,0.9897044897079468,0.1241975873708725
52,0.9913155436515808,0.11183157563209534,0.9886953234672546,0.1320645809173584
53,0.9914056062698364,0.11177625507116318,0.9896966218948364,0.12518565356731415
54,0.9915264844894409,0.11086060106754303,0.9898434281349182,0.12226130068302155
55,0.9918022155761719,0.10893425345420837,0.9905827641487122,0.1267438679933548
56,0.9923551082611084,0.10485661029815674,0.9892993569374084,0.134085014462471
57,0.9914975166320801,0.11050477623939514,0.9878579378128052,0.13420961797237396
58,0.9919809103012085,0.10663826763629913,0.9899817109107971,0.1218196302652359
59,0.9923520088195801,0.10481347888708115,0.9897990226745605,0.12491636723279953
60,0.9929888248443604,0.09999659657478333,0.9892934560775757,0.1285092830657959
61,0.9928529858589172,0.10105253010988235,0.9902819991111755,0.12634289264678955
62,0.9928675293922424,0.1009606271982193,0.9892545938491821,0.13551728427410126
63,0.9931589365005493,0.09828121215105057,0.9906492829322815,0.12264060229063034
64,0.9933187961578369,0.09721335768699646,0.9902351498603821,0.1213286966085434
65,0.9933415651321411,0.09702729433774948,0.989032506942749,0.12762799859046936
66,0.9932731986045837,0.09724610298871994,0.9896615147590637,0.15355184674263
67,0.9933039546012878,0.09763705730438232,0.9897465705871582,0.12292538583278656
68,0.9935369491577148,0.0955992117524147,0.9912888407707214,0.1159578412771225
69,0.9932291507720947,0.09741044789552689,0.9893715977668762,0.12649010121822357
70,0.9934152960777283,0.09646078199148178,0.9900595545768738,0.12779872119426727
71,0.9940354824066162,0.09120843559503555,0.9893555045127869,0.1391272246837616
72,0.9936822652816772,0.09459702670574188,0.990458607673645,0.12254026532173157
73,0.9940650463104248,0.09127180278301239,0.9919536709785461,0.11265707015991211
74,0.994177520275116,0.09038489311933517,0.9890748262405396,0.12923511862754822
75,0.9943307638168335,0.08904381841421127,0.99025958776474,0.12044443935155869
76,0.9942376613616943,0.08960403501987457,0.9907311797142029,0.11605319380760193
77,0.9945166110992432,0.08829387277364731,0.9904351234436035,0.11892372369766235
78,0.9941698908805847,0.09029959887266159,0.9913323521614075,0.11153057217597961
79,0.9946998953819275,0.08511608093976974,0.989808976650238,0.12606953084468842
80,0.9948391318321228,0.08419219404459,0.9901083707809448,0.12151981145143509
81,0.9947342872619629,0.08539726585149765,0.9913278818130493,0.11275286972522736
82,0.9945793747901917,0.08698368817567825,0.9908669590950012,0.11830116808414459
83,0.995008111000061,0.08275667577981949,0.9914460778236389,0.11004761606454849
84,0.9949366450309753,0.08281266689300537,0.9913752675056458,0.11296793073415756
85,0.9953163266181946,0.08009865880012512,0.9912487864494324,0.11455956101417542
86,0.9953000545501709,0.0798475593328476,0.9909378290176392,0.11930535733699799
87,0.9954151511192322,0.07971950620412827,0.9913081526756287,0.11338048428297043
88,0.9954050779342651,0.07921081781387329,0.9899913668632507,0.123042032122612
89,0.9954914450645447,0.07764414697885513,0.9907508492469788,0.12172134965658188
90,0.995431125164032,0.07831120491027832,0.9911795854568481,0.11653787642717361
91,0.9955677390098572,0.07722442597150803,0.9905586838722229,0.12026826292276382
92,0.995503306388855,0.07674198597669601,0.990273118019104,0.1295793354511261
93,0.9954364895820618,0.07816018164157867,0.9914739727973938,0.11052340269088745
94,0.9955371022224426,0.07741914689540863,0.9917618632316589,0.11289485543966293
95,0.9958090782165527,0.07536561042070389,0.9911565780639648,0.11937090009450912
96,0.9959831833839417,0.07290282845497131,0.9908819198608398,0.11748047918081284
97,0.9960680603981018,0.07243082672357559,0.9900663495063782,0.11990905553102493
98,0.9956938624382019,0.07586304098367691,0.9909115433692932,0.11297093331813812
99,0.9959806799888611,0.07316268235445023,0.9916536211967468,0.10843862593173981
